,id,price_area,area,zipcode_price,condition,max_price_buy,min_price_sell,gross_profit,lat,long,road,house_number,city,county,state,neighbourhood
812,6851700381,362.4031007751938,2580,423.80515710280974,4,935000.0,902235.0653215123,-32764.934678487713,47.6245,-122.316,East Mercer Street,NA,Seattle,King County,Washington,
813,1021079099,173.36683417085428,1990,210.0953556830966,4,345000.0,695909.9922441122,350909.9922441122,47.3259,-121.896,Kanaskat-Kangley Road Southeast,30458,NA,King County,Washington,
814,5467910020,159.1760299625468,2670,164.37751700790727,4,425000.0,933708.3815536582,508708.38155365817,47.3683,-122.153,141st Avenue Southeast,26020,NA,King County,Washington,
815,8658300480,195.94771241830065,1530,223.08451167083297,4,299800.0,535046.3759464782,235246.37594647822,47.6492,-121.908,East Reitze Street,32365,NA,King County,Washington,
816,9187200285,281.8493150684931,2920,367.5141768402908,4,822999.9999999999,1021134.2599762853,198134.2599762854,47.6024,-122.295,29th Avenue,121,Seattle,King County,Washington,
817,3291800780,179.42583732057417,2090,215.53612655026214,4,375000.0,730880.3436131631,355880.3436131631,47.4888,-122.184,Ferndale Avenue Northeast,426,NA,King County,Washington,Highlands Park
818,4322300010,149.59390862944161,1970,157.11341446884097,4,294700.0,688915.921970302,394215.921970302,47.2824,-122.301,South 357th Street,2604,NA,King County,Washington,Emery Woods
819,9835800840,146.25850340136054,1470,154.21951345168029,4,215000.0,514064.16512504773,299064.16512504773,47.3742,-122.289,South 253rd Street,3405,NA,King County,Washington,
820,6383000825,312.8491620111732,1790,363.53553174214744,4,560000.0,625969.2895060105,65969.28950601048,47.691,-122.387,Northwest 86th Street,2329,Seattle,King County,Washington,
821,1923000050,318.06615776081424,3930,387.29252438969064,4,1250000.0,1374334.808803699,124334.80880369898,47.5631,-122.213,Southeast 46th Street,9360,NA,King County,Washington,
822,9232900050,141.50943396226415,2120,369.7990484066329,4,300000.0,741371.4490238783,441371.4490238783,47.6974,-122.356,Greenwood Avenue North,9241,Seattle,King County,Washington,
823,826069127,230.0,2100,244.2783502295297,4,483000.0,734377.3787500681,251377.37875006814,47.7511,-122.072,199th Place Northeast,16977,NA,King County,Washington,
824,2787320430,145.05494505494505,1820,161.10168036848606,4,264000.0,636460.3949167258,372460.3949167258,47.4104,-122.172,Southeast 214th Street,12632,NA,King County,Washington,Hillshire Terrace
825,6061000010,144.84304932735427,2230,155.81424006323968,4,323000.0,779838.8355298343,456838.83552983426,47.2576,-122.099,Southeast 384th Street,18216,NA,King County,Washington,
826,408100050,242.61029411764707,1360,246.51903334038647,4,329950.0,475596.7786190918,145646.77861909178,47.7512,-122.318,11th Avenue Northeast,16875,NA,King County,Washington,North City
827,8698100170,105.0,1060,151.17409095919788,4,111300.0,370685.72451193916,259385.72451193916,47.3066,-122.223,E Street Southeast,107,NA,King County,Washington,
828,1330910280,232.25806451612902,3720,268.40018565787614,4,864000.0,1300897.0709286921,436897.0709286921,47.655,-122.029,Northeast 54th Street,22933,NA,King County,Washington,
829,2323069073,214.390243902439,2050,251.57228867661547,4,439500.0,716892.2030655427,277392.20306554274,47.47,-122.0,255th Avenue Southeast,14710,NA,King County,Washington,
830,2025800080,153.30188679245282,2120,155.81424006323968,4,325000.0,741371.4490238783,416371.4490238783,47.2906,-122.055,215th Avenue Southeast,34644,NA,King County,Washington,
831,2264500425,363.6363636363636,1760,369.7990484066329,4,640000.0,615478.1840952953,-24521.815904704737,47.65,-122.34,Ashworth Avenue North,3526,Seattle,King County,Washington,
832,2589300170,218.0654761904762,1680,262.6216522949729,4,366350.0,587501.9030000545,221151.90300005453,47.5354,-122.273,48th Avenue South,7417,Seattle,King County,Washington,Dunlap
833,2231000020,224.09326424870466,1930,253.9714533761577,4,432500.0,674927.7814226818,242427.78142268176,47.7715,-122.34,North 197th Place,1625,NA,King County,Washington,
834,3224510080,240.29850746268656,3350,299.0914758506965,4,805000.0,1171506.770863204,366506.77086320403,47.56,-122.132,Southeast 47th Place,15499,Bellevue,King County,Washington,
835,9262800294,119.81566820276498,2170,151.34796637948654,4,260000.0,758856.6247084038,498856.62470840383,47.3087,-122.264,57th Avenue South,32708,NA,King County,Washington,
836,458000235,340.90909090909093,1540,363.53553174214744,4,525000.0,538543.4110833834,13543.41108338337,47.6886,-122.375,Northwest 83rd Street,1417,Seattle,King County,Washington,Whittier Heights
837,1562000050,251.93798449612405,2580,290.04901987794375,4,650000.0,902235.0653215123,252235.0653215123,47.6208,-122.139,Northeast 12th Street,15085,Bellevue,King County,Washington,
838,569000050,253.36322869955157,2230,280.38632376692135,4,565000.0,779838.8355298343,214838.83552983426,47.6623,-122.152,Northeast 62nd Street,14073,NA,King County,Washington,
839,2896000680,213.52313167259786,2810,280.38632376692135,4,600000.0,982666.8734703293,382666.87347032933,47.6745,-122.144,147th Avenue Northeast,7998,NA,King County,Washington,
840,6338000014,355.1136363636364,1760,405.15436773943867,4,625000.0,615478.1840952953,-9521.815904704737,47.6714,-122.28,Northeast 58th Street,4346,Seattle,King County,Washington,Hawthorne Hills
841,807800190,104.25531914893617,2350,155.156220666326,4,245000.0,821803.2571726954,576803.2571726954,47.3594,-122.175,Southeast 270th Street,12421,NA,King County,Washington,Seven Oaks East
842,8857600780,92.71929824561404,1710,154.21951345168029,4,158550.0,597993.0084107697,439443.00841076975,47.3839,-122.288,35th Place South,24315,NA,King County,Washington,
843,3288200470,248.71794871794873,1950,265.95224836863713,4,485000.0,681921.8516964919,196921.85169649194,47.7282,-122.186,117th Avenue Northeast,14083,NA,King County,Washington,
844,4028900048,209.30232558139534,2150,246.51903334038647,4,450000.0,751862.5544345937,301862.55443459365,47.7591,-122.295,Northeast 180th Street,3116,NA,King County,Washington,
845,5412310080,127.71739130434783,1840,155.156220666326,4,235000.0,643454.4651905359,408454.4651905359,47.3764,-122.179,Southeast 252nd Place,12034,NA,King County,Washington,
846,7224000545,173.70892018779344,2130,180.40249146722007,4,370000.0,744868.4841607835,374868.48416078347,47.4871,-122.203,Pelly Avenue North,310,NA,King County,Washington,North Renton
847,7785000010,371.28712871287127,2020,387.29252438969064,4,750000.0,706401.0976548275,-43598.90234517248,47.5763,-122.219,90th Avenue Southeast,3754,NA,King County,Washington,Fortuna
848,9834200950,227.81065088757396,1690,312.2418536044306,4,385000.0,590998.9381369597,205998.93813695968,47.572,-122.289,35th Avenue South,3415,Seattle,King County,Washington,
849,3541600235,184.21052631578948,1900,226.19711961913,4,350000.0,664436.6760119664,314436.6760119664,47.4781,-122.357,Southwest 140th Street,1634,NA,King County,Washington,Hurstwood
850,2923039217,251.4367816091954,1392,277.84968055579196,4,350000.0,486787.29105718806,136787.29105718806,47.4491,-122.453,94th Avenue Southwest,17400,NA,King County,Washington,
851,6820100010,230.55555555555554,1800,354.14426149917773,4,415000.0,629466.3246429156,214466.32464291563,47.6833,-122.312,15th Avenue Northeast,NA,Seattle,King County,Washington,
852,3391900130,112.5,2300,157.11341446884097,4,258750.0,804318.08148817,545568.08148817,47.3282,-122.332,3rd Avenue South,30437,NA,King County,Washington,Puget Sound Hills
853,2207200675,266.8789808917197,1570,290.04901987794375,4,418999.99999999994,549034.5164940986,130034.51649409864,47.6022,-122.134,Southeast 9th Street,NA,Bellevue,King County,Washington,
854,3622910190,311.1961057023644,2876,387.29252438969064,4,895000.0,1005747.3053739029,110747.3053739029,47.5528,-122.229,West Mercer Way,NA,NA,King County,Washington,Mercer Heights
855,9346930250,291.92139737991266,2290,299.0914758506965,4,668500.0,800821.0463512648,132321.0463512648,47.5617,-122.13,Southeast 47th Street,15826,Bellevue,King County,Washington,
856,686900010,335.07462686567163,2680,475.4356109509919,4,898000.0,937205.4166905632,39205.4166905632,47.6348,-122.196,108th Avenue Northeast,2750,Bellevue,King County,Washington,Ashwood
857,8159300050,109.76683137739346,3238,178.42860978855347,4,355425.0,1132339.977329867,776914.977329867,47.4005,-122.311,South 225th Street,1656,NA,King County,Washington,Central Des Moines
858,3914000095,111.39896373056995,3860,151.34796637948654,4,430000.0,1349855.5628453635,919855.5628453635,47.3117,-122.254,Hi Crest Drive,326,NA,King County,Washington,
859,7334501410,187.1875,1600,219.34542694353868,4,299500.0,559525.6219048138,260025.6219048138,47.4629,-121.743,Southeast 151st Place,44501,NA,King County,Washington,
860,6895300050,174.88448844884488,3030,253.9714533761577,4,529900.0,1059601.6464822413,529701.6464822413,47.7515,-122.353,North 169th Street,563,NA,King County,Washington,
861,9413600380,331.0502283105023,2190,343.16245412587455,4,725000.0,765850.694982214,40850.694982214016,47.6531,-122.196,108th Avenue Northeast,4804,NA,King County,Washington,
862,2202500255,276.8595041322314,1210,299.0914758506965,4,335000.0,423141.2515655155,88141.25156551547,47.5731,-122.135,154th Avenue Southeast,4070,Bellevue,King County,Washington,
863,2025600280,170.0,1420,210.0953556830966,4,241400.0,496578.9894405223,255178.98944052227,47.3287,-122.011,Blaine Avenue,30406,NA,King County,Washington,
864,3578401060,179.6875,1920,265.67134229472754,4,345000.0,671430.7462857766,326430.7462857766,47.6233,-122.046,220th Place Northeast,1461,NA,King County,Washington,
865,3578401060,179.6875,1920,265.67134229472754,4,345000.0,671430.7462857766,326430.7462857766,47.6233,-122.046,220th Place Northeast,1461,NA,King County,Washington,
866,2125049120,327.6595744680851,2350,438.63787203584127,4,770000.0,821803.2571726954,51803.25717269536,47.639,-122.31,Boyer Avenue East,2171,Seattle,King County,Washington,Montlake
867,3529200190,146.3963963963964,2220,161.10168036848606,4,325000.0,776341.8003929292,451341.80039292923,47.3972,-122.182,Southeast 228th Place,11909,NA,King County,Washington,
868,8944320280,159.24170616113744,2110,164.37751700790727,4,336000.0,737874.4138869733,401874.4138869733,47.3885,-122.154,Southeast 238th Lane,14008,NA,King County,Washington,
869,7211300050,265.1685393258427,1780,280.38632376692135,4,472000.0,622472.2543691054,150472.25436910545,47.6946,-122.12,Northeast 105th Place,16424,NA,King County,Washington,Education Hill
870,9297300255,267.77251184834125,2110,292.79588004303434,4,565000.0,737874.4138869733,172874.41388697329,47.5696,-122.375,34th Avenue Southwest,3812,Seattle,King County,Washington,
871,1796100010,147.60638297872342,3760,155.81424006323968,4,555000.0,1314885.2114763125,759885.2114763125,47.308,-122.087,Southeast Auburn Black Diamond Road,19036,NA,King County,Washington,Wynaco
872,1245002125,310.18518518518516,2700,343.16245412587455,4,837499.9999999999,944199.4869643734,106699.4869643735,47.6861,-122.198,5th Lane,1317,NA,King County,Washington,
873,2025700080,173.20261437908496,1530,173.72594528431705,4,265000.0,535046.3759464782,270046.3759464782,47.3487,-122.036,Southeast 282nd Street,22923,NA,King County,Washington,Diamond Hills
874,2771104830,297.3977695167286,2690,432.2569983896907,4,799999.9999999999,940702.4518274682,140702.45182746835,47.6418,-122.372,11th Avenue West,2537,Seattle,King County,Washington,Interbay
875,7893202340,146.9298245614035,2280,178.42860978855347,4,335000.0,797324.0112143598,462324.0112143598,47.4182,-122.332,3rd Avenue South,20611,NA,King County,Washington,North Hill
876,1775800280,106.89655172413794,2900,247.51201250344914,4,310000.0,1014140.1897024751,704140.1897024751,47.741,-122.095,183rd Avenue Northeast,15626,NA,King County,Washington,
877,1870400470,283.46666666666664,2250,354.14426149917773,4,637799.9999999999,786832.9058036444,149032.90580364456,47.6738,-122.292,33rd Avenue Northeast,6056,Seattle,King County,Washington,Ravenna
878,7839300185,167.91044776119404,1340,180.40249146722007,4,225000.0,468602.7083452816,243602.7083452816,47.477,-122.209,Smithers Avenue South,440,NA,King County,Washington,
879,2938200170,165.625,1600,182.1062945278708,4,265000.0,559525.6219048138,294525.6219048138,47.2015,-122.003,Florence Street,1156,NA,King County,Washington,
880,2195900010,175.32467532467533,1540,207.24234574313533,4,270000.0,538543.4110833834,268543.41108338337,47.4766,-122.153,Southeast 141st Street,14011,NA,King County,Washington,
881,5707500050,280.0662878787879,2640,438.63787203584127,4,739375.0,923217.2761429428,183842.27614294284,47.6188,-122.308,East Denny Way,1814,Seattle,King County,Washington,
882,4167800130,119.23076923076923,2600,148.91982870319703,4,310000.0,909229.1355953225,599229.1355953225,47.3257,-122.365,Southwest 308th Place,2426,NA,King County,Washington,Adelaide
883,3276930050,207.70029673590506,3370,268.63984611658105,4,699950.0,1178500.841137014,478550.8411370141,47.5855,-121.987,262nd Place Southeast,2520,NA,King County,Washington,Tibbetts Station
884,7519000471,301.3761467889908,2180,363.53553174214744,4,657000.0,762353.6598453089,105353.65984530887,47.6846,-122.361,3rd Avenue Northwest,7615,Seattle,King County,Washington,
885,2919200280,339.70188679245285,2120,363.53553174214744,4,720168.0,741371.4490238783,21203.44902387832,47.6893,-122.359,Northwest 83rd Street,124,Seattle,King County,Washington,Crown Hill
886,7749500250,101.92307692307692,2600,155.81424006323968,4,265000.0,909229.1355953225,644229.1355953225,47.2961,-122.188,Scenic Drive,3034,NA,King County,Washington,
887,2600000050,283.95061728395063,2430,299.0914758506965,4,690000.0,849779.5382679361,159779.5382679361,47.5534,-122.16,134th Avenue Southeast,NA,Bellevue,King County,Washington,
888,7856640170,230.96491228070175,3420,299.0914758506965,4,789900.0,1195986.0168215395,406086.0168215395,47.5706,-122.152,Southeast 42nd Street,NA,Bellevue,King County,Washington,
889,1685200190,126.08695652173913,1610,155.81424006323968,4,203000.0,563022.657041719,360022.65704171895,47.3187,-122.179,122nd Avenue Southeast,31604,NA,King County,Washington,
890,2113700825,177.31958762886597,970,231.32695208167445,4,172000.0,339212.4082797934,167212.4082797934,47.5285,-122.354,15th Avenue Southwest,8155,Seattle,King County,Washington,Highland Park
891,3762900010,216.9724770642202,2180,265.95224836863713,4,473000.0,762353.6598453089,289353.65984530887,47.7078,-122.234,Northeast 120th Street,8101,NA,King County,Washington,
892,9320900420,98.88888888888889,900,148.91982870319703,4,89000.0,314733.1623214578,225733.1623214578,47.3026,-122.363,23rd Avenue Southwest,33418,NA,King County,Washington,Twin Lakes
893,7349800780,166.66666666666666,1050,203.0017247765589,4,175000.0,367188.68937503407,192188.68937503407,47.7595,-121.473,Northeast 179th Street,64462,NA,King County,Washington,
894,3416601045,302.63157894736844,1140,312.2418536044306,4,345000.0,398662.0056071799,53662.00560717989,47.6012,-122.296,28th Avenue South,115,Seattle,King County,Washington,
895,6071300500,266.99029126213594,2060,299.0914758506965,4,550000.0,720389.2382024479,170389.2382024479,47.5549,-122.176,123rd Avenue Southeast,5323,Bellevue,King County,Washington,
896,9826701735,239.33510638297872,1880,367.5141768402908,4,449950.0,657442.6057381562,207492.60573815624,47.6031,-122.303,23rd Avenue,157,Seattle,King County,Washington,
897,2792000010,192.85714285714286,2660,226.19711961913,4,513000.0,930211.346416753,417211.346416753,47.439,-122.342,Southwest 183rd Street,442,NA,King County,Washington,
898,8887001640,182.67543859649123,2280,277.84968055579196,4,416500.0,797324.0112143598,380824.0112143598,47.5003,-122.465,103rd Avenue Southwest,11896,NA,King County,Washington,
899,5700001045,279.4425087108014,2870,312.2418536044306,4,802000.0,1003649.0842917599,201649.08429175988,47.5788,-122.292,32nd Avenue South,2727,Seattle,King County,Washington,
900,1972201856,339.35483870967744,1550,369.7990484066329,4,526000.0,542040.4462202884,16040.446220288402,47.654,-122.346,Whitman Avenue North,3845,Seattle,King County,Washington,
901,2946000912,167.3228346456693,1270,178.42860978855347,4,212500.00000000003,444123.462386946,231623.462386946,47.422,-122.321,South 201st Street,1021,NA,King County,Washington,North Hill
902,5215200010,267.33870967741933,2480,277.84968055579196,4,662999.9999999999,867264.7139524615,204264.7139524616,47.4003,-122.422,Southwest Maury Park Road,7052,NA,King County,Washington,Melchert
903,2571910420,156.09756097560975,2050,182.1062945278708,4,320000.0,716892.2030655427,396892.20306554274,47.196,-122.011,Blanchat Court,579,NA,King County,Washington,Rainier Trails
904,2953000250,144.73684210526315,1900,161.10168036848606,4,275000.0,664436.6760119664,389436.6760119664,47.4125,-122.207,100th Avenue Southeast,21036,NA,King County,Washington,Stonepine
905,5591700290,147.2093023255814,2150,161.10168036848606,4,316500.0,751862.5544345937,435362.55443459365,47.4053,-122.189,Southeast 219th Place,11401,NA,King County,Washington,Hillshire Terrace
906,4172100050,299.9714285714286,1750,363.53553174214744,4,524950.0,611981.1489583901,87031.14895839011,47.6807,-122.366,8th Avenue Northwest,7036,Seattle,King County,Washington,Whittier Heights
907,9523103000,320.98765432098764,2430,369.7990484066329,4,780000.0,849779.5382679361,69779.53826793609,47.674,-122.35,Fremont Avenue North,6203,Seattle,King County,Washington,
908,2413900050,175.65982404692082,3410,280.38632376692135,4,599000.0,1192488.9816846345,593488.9816846345,47.6709,-122.052,216th Avenue Northeast,7333,NA,King County,Washington,
909,722079056,153.2608695652174,2300,173.72594528431705,4,352500.00000000006,804318.08148817,451818.0814881699,47.4044,-121.963,286th Avenue Southeast,22020,NA,King County,Washington,
910,1088030010,227.75735294117646,2040,343.16245412587455,4,464625.0,713395.1679286377,248770.1679286377,47.666,-122.185,116th Place Northeast,6571,NA,King County,Washington,
911,5706200020,243.31550802139037,1870,251.57228867661547,4,455000.0,653945.5706012512,198945.5706012512,47.5243,-122.042,Mount Defiance Southwest Circle,NA,NA,King County,Washington,
912,6821101870,335.8974358974359,1560,376.54634504868625,4,524000.0,545537.4813571936,21537.481357193552,47.6515,-122.399,33rd Avenue West,3432,Seattle,King County,Washington,Lawton Park
913,6641800020,214.06727828746176,3270,226.19711961913,4,700000.0,1143530.4897679633,443530.4897679633,47.409,-122.333,1st Avenue South,NA,NA,King County,Washington,
914,2273600250,318.47133757961785,1570,343.16245412587455,4,500000.0,549034.5164940986,49034.516494098585,47.6881,-122.184,117th Place Northeast,9703,NA,King County,Washington,
915,5680000545,188.57142857142858,1750,224.44328553228075,4,330000.0,611981.1489583901,281981.1489583901,47.5677,-122.317,12th Avenue South,4012,Seattle,King County,Washington,South Seattle
916,3276930380,263.671875,2560,268.63984611658105,4,675000.0,895240.9950477022,220240.99504770222,47.5851,-121.992,Southeast 27th Street,25993,NA,King County,Washington,Tibbetts Station
917,259600280,281.6901408450704,1420,301.7177311724625,4,400000.0,496578.9894405223,96578.98944052227,47.6325,-122.121,165th Avenue Northeast,2577,Bellevue,King County,Washington,
918,2202500080,261.05263157894734,950,299.0914758506965,4,247999.99999999997,332218.3380059832,84218.33800598324,47.5746,-122.136,153rd Avenue Southeast,3966,Bellevue,King County,Washington,
919,8820900670,256.37820512820514,1560,282.6698862086409,4,399950.0,545537.4813571936,145587.48135719355,47.7175,-122.288,Northeast 123rd Street,3630,Seattle,King County,Washington,
920,7016000440,210.0,2500,265.95224836863713,4,525000.0,874258.7842262717,349258.7842262717,47.7379,-122.185,117th Place Northeast,15031,NA,King County,Washington,
921,7511000050,380.6228373702422,2890,387.29252438969064,4,1100000.0,1010643.1545655701,-89356.84543442994,47.5476,-122.219,90th Avenue Southeast,6155,NA,King County,Washington,
922,3802000020,96.84375,1600,151.17409095919788,4,154950.0,559525.6219048138,404575.6219048138,47.277,-122.211,O Street Southeast,3516,NA,King County,Washington,
923,6071200545,197.49087591240877,2740,299.0914758506965,4,541125.0,958187.6275119937,417062.62751199375,47.5563,-122.184,Southeast 52nd Street,11633,Bellevue,King County,Washington,
924,7135300275,256.94444444444446,720,262.6216522949729,4,185000.0,251786.52985716623,66786.52985716623,47.5289,-122.272,49th Avenue South,8307,Seattle,King County,Washington,Dunlap
925,1951700480,263.5175879396985,1990,299.0914758506965,4,524400.0,695909.9922441122,171509.9922441122,47.5434,-122.166,Southeast 66th Street,12900,Bellevue,King County,Washington,
926,9476200680,151.6778523489933,1490,215.53612655026214,4,226000.0,521058.2353988579,295058.2353988579,47.4917,-122.188,Bronson Place Northeast,565,NA,King County,Washington,Highlands Park
927,1223039173,205.4794520547945,2190,225.49143113532367,4,449999.99999999994,765850.694982214,315850.6949822141,47.4979,-122.363,23rd Avenue Southwest,11642,NA,King County,Washington,Shorewood
928,4197400005,185.71428571428572,2450,226.19711961913,4,455000.0,856773.6085417462,401773.60854174616,47.4559,-122.344,Sylvester Road Southwest,16407,NA,King County,Washington,Five Corners
929,3039000020,243.24324324324326,1850,343.16245412587455,4,450000.0,646951.500327441,196951.50032744103,47.7025,-122.198,107th Place Northeast,11410,NA,King County,Washington,
930,2130410050,192.61744966442953,1490,203.0017247765589,4,287000.0,521058.2353988579,234058.2353988579,47.7378,-121.977,Northeast Ring Street,27070,NA,King County,Washington,
931,2787310130,138.73205741626793,2090,161.10168036848606,4,289950.0,730880.3436131631,440930.3436131631,47.4107,-122.179,120th Place Southeast,21316,NA,King County,Washington,Hillshire Terrace
932,8645511350,165.74585635359117,1810,178.20436170206634,4,300000.0,632963.3597798207,332963.35977982066,47.4674,-122.178,Index Avenue Southeast,1632,NA,King County,Washington,Tiffany Park
933,1623800440,342.4123287671233,1460,363.53553174214744,4,499922.00000000006,510567.12998814264,10645.12998814258,47.682,-122.365,Northwest 73rd Street,708,Seattle,King County,Washington,Whittier Heights
934,5469502780,154.86725663716814,2260,164.37751700790727,4,350000.0,790329.9409405496,440329.9409405496,47.3767,-122.161,Southeast 251st Place,13526,NA,King County,Washington,Meridian Valley Country Club
935,5127000670,193.82716049382717,1620,207.24234574313533,4,314000.0,566519.692178624,252519.69217862398,47.4749,-122.155,139th Place Southeast,14304,NA,King County,Washington,
936,6341000221,214.17910447761193,1340,225.49143113532367,4,287000.0,468602.7083452816,181602.7083452816,47.4905,-122.343,Southwest 126th Street,626,NA,King County,Washington,Mount View
937,8899000050,117.70676691729324,2660,180.40249146722007,4,313100.0,930211.346416753,617111.346416753,47.4558,-122.212,Shattuck Court South,2607,NA,King County,Washington,Victoria Park
938,6190701483,181.09452736318408,2010,253.9714533761577,4,364000.0,702904.0625179224,338904.0625179224,47.7496,-122.355,Carlyle Hall Road North,16588,NA,King County,Washington,
939,4222310290,132.4607329842932,1910,157.11341446884097,4,253000.00000000003,667933.7111488716,414933.7111488716,47.3493,-122.306,South 281st Street,2021,NA,King County,Washington,
940,2212200500,146.4673913043478,1840,161.10168036848606,4,269500.0,643454.4651905359,373954.4651905359,47.3933,-122.188,115th Place Southeast,23309,NA,King County,Washington,
941,2796100680,151.0989010989011,1820,161.10168036848606,4,275000.0,636460.3949167258,361460.3949167258,47.4058,-122.177,123rd Place Southeast,21827,NA,King County,Washington,Hillshire Terrace
942,2946000285,170.94017094017093,1170,178.42860978855347,4,200000.0,409153.1110178951,209153.1110178951,47.4229,-122.324,South 200th Street,801,NA,King County,Washington,North Hill
943,6071800480,222.90983606557376,1220,299.0914758506965,4,271950.0,426638.28670242056,154688.28670242056,47.5467,-122.173,Southeast 63rd Street,12586,Bellevue,King County,Washington,
944,9834201100,230.90277777777777,1440,312.2418536044306,4,332500.0,503573.05971433246,171073.05971433246,47.5717,-122.287,South Spokane Street,3624,Seattle,King County,Washington,
945,1522059120,123.23012048192771,3320,164.37751700790727,4,409124.0,1161015.6654524887,751891.6654524887,47.3904,-122.154,Southeast 236th Place,14014,NA,King County,Washington,
946,8087800480,235.2941176470588,2040,280.38632376692135,4,480000.0,713395.1679286377,233395.1679286377,47.6544,-122.134,Northeast 51st Street,15448,NA,King County,Washington,
947,6003001760,268.9243027888446,2510,438.63787203584127,4,675000.0,877755.8193631767,202755.8193631767,47.6195,-122.313,East John Street,1435,Seattle,King County,Washington,
948,1432400095,136.71875,1280,178.20436170206634,4,175000.0,447620.4975238511,272620.4975238511,47.4491,-122.176,124th Avenue Southeast,17046,NA,King County,Washington,
949,7292700005,150.62111801242236,3220,292.9187453584884,4,485000.0,1126045.314083438,641045.3140834379,47.7719,-122.361,3rd Avenue Northwest,19608,NA,King County,Washington,
950,1036000280,276.6393442622951,2440,280.38632376692135,4,675000.0,853276.5734048411,178276.57340484113,47.6339,-122.096,183rd Avenue Northeast,NA,NA,King County,Washington,
951,6806300920,162.25165562913907,3020,164.37751700790727,4,490000.0,1056104.611345336,566104.6113453361,47.363,-122.127,161st Avenue Southeast,26529,NA,King County,Washington,
952,7849201061,158.3910891089109,2020,211.03910854600852,4,319950.0,706401.0976548275,386451.0976548275,47.5223,-121.818,Southeast Delta Street,39199,NA,King County,Washington,Meadowbrook
953,6152900402,162.6984126984127,2520,246.51903334038647,4,410000.00000000006,881252.8545000819,471252.8545000818,47.7636,-122.294,Lake Ballinger Way,NA,NA,King County,Washington,
954,8114000020,205.72847682119206,1510,207.24234574313533,4,310650.0,528052.305672668,217402.30567266804,47.5069,-122.141,150th Avenue Southeast,10712,NA,King County,Washington,
955,5112800233,146.7005076142132,1970,178.20436170206634,4,289000.0,688915.921970302,399915.921970302,47.4511,-122.089,Southeast 168th Street,18831,NA,King County,Washington,
956,7785350010,261.9047619047619,3570,292.9187453584884,4,935000.0000000001,1248441.543875116,313441.5438751158,47.7475,-122.364,Northwest 163rd Street,619,NA,King County,Washington,
957,5422560470,266.6666666666667,1650,280.38632376692135,4,440000.00000000006,577010.7975893393,137010.79758933926,47.6638,-122.128,159th Avenue Northeast,5934,NA,King County,Washington,
958,8648100130,155.58375634517768,1970,164.37751700790727,4,306500.0,688915.921970302,382415.921970302,47.3627,-122.073,201st Place Southeast,26624,NA,King County,Washington,
959,3751605432,126.28947368421052,1900,151.34796637948654,4,239950.0,664436.6760119664,424486.6760119664,47.2738,-122.271,51st Avenue South,36452,NA,King County,Washington,
960,6384300020,269.94535519125685,1830,292.9187453584884,4,494000.00000000006,639957.4300536308,145957.4300536308,47.7741,-122.373,Northwest 199th Place,1370,NA,King County,Washington,
961,3450300430,183.52601156069363,1730,207.24234574313533,4,317500.0,604987.0786845799,287487.07868457993,47.4996,-122.163,Northeast 10th Street,4132,NA,King County,Washington,Hidden Creek
962,1245001763,317.53554502369667,2110,343.16245412587455,4,670000.0,737874.4138869733,67874.41388697329,47.6888,-122.201,16th Lane,420,NA,King County,Washington,
963,5127000430,184.97109826589596,1730,207.24234574313533,4,320000.0,604987.0786845799,284987.07868457993,47.4756,-122.157,Southeast 141st Street,13717,NA,King County,Washington,
964,5015000190,345.25,2000,438.63787203584127,4,690500.0,699407.0273810173,8907.027381017338,47.6283,-122.301,25th Avenue East,1055,Seattle,King County,Washington,
965,4122700020,367.965367965368,2310,475.4356109509919,4,850000.0,807815.116625075,-42184.883374925004,47.6395,-122.203,102nd Avenue Northeast,3172,Bellevue,King County,Washington,
966,8850000285,152.17391304347825,2300,312.2418536044306,4,350000.0,804318.08148817,454318.08148816996,47.5895,-122.311,17th Avenue South,1517,Seattle,King County,Washington,
967,4139430250,288.93360160965796,4970,299.0914758506965,4,1436000.0,1738026.463041828,302026.463041828,47.5496,-122.12,Southeast 59th Street,16400,Bellevue,King County,Washington,
968,4399210130,141.8238993710692,1590,151.17409095919788,4,225500.0,556028.5867679088,330528.58676790877,47.3177,-122.21,Pike Place Northeast,936,NA,King County,Washington,
969,6338000592,366.8831168831169,1540,405.15436773943867,4,565000.0,538543.4110833834,-26456.58891661663,47.67,-122.284,Northeast 57th Street,4017,Seattle,King County,Washington,Hawthorne Hills
970,2815600305,271.484375,2560,337.21803422469395,4,695000.0,895240.9950477022,200240.99504770222,47.5506,-122.395,49th Avenue Southwest,5648,Seattle,King County,Washington,Morgan Junction
971,5569700020,246.13003095975233,3230,268.63984611658105,4,795000.0,1129542.349220343,334542.34922034293,47.5755,-122.07,202nd Place Southeast,3800,NA,King County,Washington,
972,492000532,115.68181818181819,2420,151.17409095919788,4,279950.0,846282.503131031,566332.503131031,47.3109,-122.229,A Street Northeast,325,NA,King County,Washington,
973,2344300122,343.51145038167937,2620,475.4356109509919,4,900000.0,916223.2058691327,16223.205869132653,47.5836,-122.2,Southeast 30th Street,10525,Bellevue,King County,Washington,
974,2769602475,266.30434782608694,1840,382.9519753823742,4,489999.99999999994,643454.4651905359,153454.46519053594,47.6757,-122.362,4th Avenue Northwest,6249,Seattle,King County,Washington,
